"Date","Price"
27-07-2017,3.523
26-07-2017,3.511
25-07-2017,3.532
22-07-2017,3.536
21-07-2017,3.542
20-07-2017,3.549
19-07-2017,3.544
18-07-2017,3.550
15-07-2017,3.547
14-07-2017,3.536
13-07-2017,3.526
12-07-2017,3.524
11-07-2017,3.527
08-07-2017,3.540
07-07-2017,3.566
06-07-2017,3.558
05-07-2017,3.558
04-07-2017,3.539
01-07-2017,3.506
30-06-2017,3.499
29-06-2017,3.480
28-06-2017,3.450
27-06-2017,3.441
24-06-2017,3.447
23-06-2017,3.452
22-06-2017,3.456
21-06-2017,3.444
20-06-2017,3.434
17-06-2017,3.423
15-06-2017,3.423
14-06-2017,3.428
13-06-2017,3.428
10-06-2017,3.424
08-06-2017,3.423
07-06-2017,3.440
06-06-2017,3.462
03-06-2017,3.482
02-06-2017,3.503
01-06-2017,3.513
31-05-2017,3.539
27-05-2017,3.563
26-05-2017,3.582
25-05-2017,3.592
24-05-2017,3.586
23-05-2017,3.585
20-05-2017,3.580
19-05-2017,3.571
18-05-2017,3.569
17-05-2017,3.568
16-05-2017,3.572
13-05-2017,3.561
12-05-2017,3.543
11-05-2017,3.518
10-05-2017,3.505
09-05-2017,3.500
06-05-2017,3.510
05-05-2017,3.528
03-05-2017,3.571
29-04-2017,3.591
28-04-2017,3.600
27-04-2017,3.617
26-04-2017,3.629
25-04-2017,3.679
22-04-2017,3.707
21-04-2017,3.728
20-04-2017,3.743
19-04-2017,3.753
14-04-2017,3.763
13-04-2017,3.766
12-04-2017,3.754
11-04-2017,3.757
08-04-2017,3.714
07-04-2017,3.703
06-04-2017,3.680
05-04-2017,3.664
04-04-2017,3.651
01-04-2017,3.635
31-03-2017,3.622
30-03-2017,3.602
29-03-2017,3.591
28-03-2017,3.587
25-03-2017,3.589
24-03-2017,3.598
23-03-2017,3.603
22-03-2017,3.615
21-03-2017,3.627
18-03-2017,3.629
17-03-2017,3.637
16-03-2017,3.644
15-03-2017,3.647
14-03-2017,3.667
11-03-2017,3.701
10-03-2017,3.736
09-03-2017,3.765
08-03-2017,3.770
07-03-2017,3.770
04-03-2017,3.777
03-03-2017,3.782
02-03-2017,3.790
01-03-2017,3.784
28-02-2017,3.793
25-02-2017,3.793
24-02-2017,3.797
23-02-2017,3.787
22-02-2017,3.790
21-02-2017,3.779
18-02-2017,3.772
17-02-2017,3.776
16-02-2017,3.780
15-02-2017,3.776
14-02-2017,3.773
11-02-2017,3.779
10-02-2017,3.766
09-02-2017,3.765
08-02-2017,3.762
07-02-2017,3.772
04-02-2017,3.774
03-02-2017,3.776
02-02-2017,3.774
01-02-2017,3.773
31-01-2017,3.769
28-01-2017,3.775
27-01-2017,3.782
26-01-2017,3.774
25-01-2017,3.775
24-01-2017,3.769
21-01-2017,3.770
20-01-2017,3.764
19-01-2017,3.775
18-01-2017,3.783
17-01-2017,3.784
14-01-2017,3.785
13-01-2017,3.794
12-01-2017,3.793
11-01-2017,3.752
10-01-2017,3.777
06-01-2017,3.745
05-01-2017,3.763
04-01-2017,3.773
01-01-2017,3.778
31-12-2016,3.805
30-12-2016,3.798
29-12-2016,3.783
24-12-2016,3.765
23-12-2016,3.779
22-12-2016,3.783
21-12-2016,3.786
20-12-2016,3.764
17-12-2016,3.762
16-12-2016,3.752
15-12-2016,3.756
14-12-2016,3.756
13-12-2016,3.719
10-12-2016,3.689
09-12-2016,3.681
08-12-2016,3.708
07-12-2016,3.724
06-12-2016,3.730
03-12-2016,3.686
02-12-2016,3.625
01-12-2016,3.582
30-11-2016,3.567
29-11-2016,3.587
26-11-2016,3.590
25-11-2016,3.601
24-11-2016,3.594
23-11-2016,3.578
22-11-2016,3.552
19-11-2016,3.519
18-11-2016,3.495
17-11-2016,3.463
16-11-2016,3.438
15-11-2016,3.419
11-11-2016,3.427
10-11-2016,3.416
09-11-2016,3.413
08-11-2016,3.409
05-11-2016,3.413
04-11-2016,3.435
03-11-2016,3.468
01-11-2016,3.561
29-10-2016,3.584
28-10-2016,3.585
27-10-2016,3.581
26-10-2016,3.588
25-10-2016,3.593
22-10-2016,3.602
21-10-2016,3.601
20-10-2016,3.619
19-10-2016,3.573
18-10-2016,3.575
15-10-2016,3.566
14-10-2016,3.574
13-10-2016,3.565
12-10-2016,3.566
11-10-2016,3.569
08-10-2016,3.548
07-10-2016,3.549
06-10-2016,3.539
05-10-2016,3.519
04-10-2016,3.484
01-10-2016,3.484
30-09-2016,3.471
29-09-2016,3.395
28-09-2016,3.398
27-09-2016,3.438
24-09-2016,3.439
23-09-2016,3.438
22-09-2016,3.425
21-09-2016,3.435
20-09-2016,3.447
17-09-2016,3.432
16-09-2016,3.440
15-09-2016,3.450
14-09-2016,3.460
13-09-2016,3.469
10-09-2016,3.466
09-09-2016,3.478
08-09-2016,3.446
07-09-2016,3.450
06-09-2016,3.456
03-09-2016,3.463
02-09-2016,3.469
01-09-2016,3.461
31-08-2016,3.472
27-08-2016,3.458
26-08-2016,3.430
25-08-2016,3.413
24-08-2016,3.425
23-08-2016,3.412
20-08-2016,3.404
19-08-2016,3.390
18-08-2016,3.372
17-08-2016,3.352
13-08-2016,3.293
12-08-2016,3.278
11-08-2016,3.268
10-08-2016,3.262
09-08-2016,3.241
06-08-2016,3.217
05-08-2016,3.203
04-08-2016,3.194
03-08-2016,3.206
02-08-2016,3.226
30-07-2016,3.258
29-07-2016,3.277
28-07-2016,3.295
27-07-2016,3.305
26-07-2016,3.329
23-07-2016,3.356
22-07-2016,3.368
21-07-2016,3.359
20-07-2016,3.350
19-07-2016,3.348
16-07-2016,3.346
15-07-2016,3.360
14-07-2016,3.372
13-07-2016,3.391
12-07-2016,3.396
09-07-2016,3.404
08-07-2016,3.412
07-07-2016,3.427
06-07-2016,3.438
05-07-2016,3.462
02-07-2016,3.479
01-07-2016,3.480
30-06-2016,3.464
29-06-2016,3.449
28-06-2016,3.453
25-06-2016,3.462
24-06-2016,3.457
23-06-2016,3.460
22-06-2016,3.451
21-06-2016,3.436
18-06-2016,3.434
17-06-2016,3.445
16-06-2016,3.470
15-06-2016,3.473
14-06-2016,3.474
11-06-2016,3.477
10-06-2016,3.478
09-06-2016,3.471
08-06-2016,3.467
07-06-2016,3.473
04-06-2016,3.483
03-06-2016,3.492
02-06-2016,3.493
01-06-2016,3.498
28-05-2016,3.501
26-05-2016,3.491
25-05-2016,3.475
24-05-2016,3.446
21-05-2016,3.447
20-05-2016,3.435
19-05-2016,3.433
18-05-2016,3.407
17-05-2016,3.383
14-05-2016,3.365
13-05-2016,3.340
12-05-2016,3.308
11-05-2016,3.280
10-05-2016,3.258
07-05-2016,3.300
06-05-2016,3.295
05-05-2016,3.282
30-04-2016,3.331
29-04-2016,3.311
28-04-2016,3.278
27-04-2016,3.266
26-04-2016,3.237
23-04-2016,3.218
22-04-2016,3.196
21-04-2016,3.175
20-04-2016,3.159
19-04-2016,3.161
16-04-2016,3.162
15-04-2016,3.161
14-04-2016,3.126
13-04-2016,3.070
12-04-2016,3.100
09-04-2016,3.082
08-04-2016,3.038
07-04-2016,3.039
06-04-2016,3.041
05-04-2016,3.083
02-04-2016,3.108
01-04-2016,3.122
31-03-2016,3.126
30-03-2016,3.140
25-03-2016,3.172
24-03-2016,3.181
23-03-2016,3.192
22-03-2016,3.192
19-03-2016,3.196
18-03-2016,3.177
17-03-2016,3.158
16-03-2016,3.160
15-03-2016,3.177
12-03-2016,3.198
11-03-2016,3.198
10-03-2016,3.172
09-03-2016,3.155
08-03-2016,3.135
05-03-2016,3.115
04-03-2016,3.105
03-03-2016,3.090
02-03-2016,3.071
01-03-2016,3.055
27-02-2016,3.044
26-02-2016,3.030
25-02-2016,3.023
24-02-2016,3.019
23-02-2016,3.044
20-02-2016,3.032
19-02-2016,3.042
18-02-2016,3.015
17-02-2016,2.987
16-02-2016,2.979
13-02-2016,2.963
12-02-2016,2.938
11-02-2016,2.982
10-02-2016,3.018
09-02-2016,3.044
06-02-2016,3.051
05-02-2016,3.042
04-02-2016,3.035
03-02-2016,3.037
02-02-2016,3.055
30-01-2016,3.049
29-01-2016,3.042
28-01-2016,3.010
27-01-2016,2.990
26-01-2016,2.988
23-01-2016,2.959
22-01-2016,2.894
21-01-2016,2.867
20-01-2016,2.941
19-01-2016,2.951
16-01-2016,2.959
15-01-2016,2.957
14-01-2016,2.972
13-01-2016,2.989
12-01-2016,3.008
09-01-2016,3.069
08-01-2016,3.097
06-01-2016,3.105
05-01-2016,3.092
01-01-2016,3.099
31-12-2015,3.129
29-12-2015,3.136
24-12-2015,3.128
23-12-2015,3.138
22-12-2015,3.143
19-12-2015,3.148
18-12-2015,3.139
17-12-2015,3.128
16-12-2015,3.131
15-12-2015,3.154
12-12-2015,3.203
11-12-2015,3.244
10-12-2015,3.268
09-12-2015,3.304
08-12-2015,3.342
05-12-2015,3.366
04-12-2015,3.378
03-12-2015,3.401
02-12-2015,3.429
01-12-2015,3.451
28-11-2015,3.457
27-11-2015,3.466
26-11-2015,3.472
25-11-2015,3.463
24-11-2015,3.455
21-11-2015,3.444
20-11-2015,3.446
19-11-2015,3.432
18-11-2015,3.429
17-11-2015,3.439
14-11-2015,3.464
13-11-2015,3.502
11-11-2015,3.534
10-11-2015,3.526
07-11-2015,3.522
06-11-2015,3.531
05-11-2015,3.526
04-11-2015,3.519
03-11-2015,3.509
31-10-2015,3.510
30-10-2015,3.485
29-10-2015,3.469
27-10-2015,3.452
24-10-2015,3.437
23-10-2015,3.420
22-10-2015,3.410
21-10-2015,3.414
20-10-2015,3.411
17-10-2015,3.416
16-10-2015,3.419
15-10-2015,3.453
14-10-2015,3.491
13-10-2015,3.525
10-10-2015,3.545
09-10-2015,3.559
08-10-2015,3.556
07-10-2015,3.529
06-10-2015,3.509
03-10-2015,3.495
02-10-2015,3.503
01-10-2015,3.490
30-09-2015,3.494
29-09-2015,3.492
26-09-2015,3.510
25-09-2015,3.497
24-09-2015,3.485
23-09-2015,3.454
22-09-2015,3.453
19-09-2015,3.467
18-09-2015,3.468
17-09-2015,3.464
16-09-2015,3.459
15-09-2015,3.454
12-09-2015,3.486
11-09-2015,3.515
10-09-2015,3.514
09-09-2015,3.532
08-09-2015,3.514
05-09-2015,3.549
04-09-2015,3.523
03-09-2015,3.474
02-09-2015,3.440
29-08-2015,3.404
28-08-2015,3.372
27-08-2015,3.348
26-08-2015,3.353
25-08-2015,3.357
22-08-2015,3.410
21-08-2015,3.476
20-08-2015,3.483
19-08-2015,3.502
18-08-2015,3.514
15-08-2015,3.510
14-08-2015,3.519
13-08-2015,3.526
12-08-2015,3.521
11-08-2015,3.528
08-08-2015,3.517
07-08-2015,3.512
06-08-2015,3.516
05-08-2015,3.507
04-08-2015,3.505
01-08-2015,3.562
31-07-2015,3.564
30-07-2015,3.560
29-07-2015,3.557
28-07-2015,3.553
25-07-2015,3.615
24-07-2015,3.632
22-07-2015,3.640
21-07-2015,3.645
18-07-2015,3.649
17-07-2015,3.664
16-07-2015,3.678
15-07-2015,3.694
11-07-2015,3.714
10-07-2015,3.709
09-07-2015,3.704
08-07-2015,3.727
07-07-2015,3.776
04-07-2015,3.807
03-07-2015,3.827
02-07-2015,3.815
01-07-2015,3.812
30-06-2015,3.804
27-06-2015,3.811
26-06-2015,3.813
25-06-2015,3.800
24-06-2015,3.781
23-06-2015,3.776
20-06-2015,3.792
19-06-2015,3.801
18-06-2015,3.795
17-06-2015,3.798
16-06-2015,3.806
13-06-2015,3.823
12-06-2015,3.822
11-06-2015,3.813
10-06-2015,3.787
09-06-2015,3.771
04-06-2015,3.858
03-06-2015,3.874
02-06-2015,3.848
30-05-2015,3.833
29-05-2015,3.827
28-05-2015,3.836
27-05-2015,3.847
23-05-2015,3.831
22-05-2015,3.814
21-05-2015,3.793
20-05-2015,3.796
19-05-2015,3.814
16-05-2015,3.834
15-05-2015,3.844
14-05-2015,3.828
13-05-2015,3.801
12-05-2015,3.787
09-05-2015,3.811
08-05-2015,3.840
07-05-2015,3.839
06-05-2015,3.813
01-05-2015,3.790
30-04-2015,3.797
29-04-2015,3.800
28-04-2015,3.812
25-04-2015,3.797
24-04-2015,3.786
23-04-2015,3.771
22-04-2015,3.782
21-04-2015,3.795
18-04-2015,3.794
17-04-2015,3.777
16-04-2015,3.753
15-04-2015,3.730
14-04-2015,3.699
11-04-2015,3.668
10-04-2015,3.664
09-04-2015,3.660
08-04-2015,3.678
03-04-2015,3.673
02-04-2015,3.681
01-04-2015,3.686
31-03-2015,3.690
28-03-2015,3.687
27-03-2015,3.667
26-03-2015,3.672
25-03-2015,3.695
24-03-2015,3.709
21-03-2015,3.712
20-03-2015,3.699
19-03-2015,3.697
18-03-2015,3.696
17-03-2015,3.725
14-03-2015,3.761
13-03-2015,3.777
12-03-2015,3.787
11-03-2015,3.789
10-03-2015,3.800
06-03-2015,3.795
05-03-2015,3.793
04-03-2015,3.807
03-03-2015,3.796
28-02-2015,3.789
27-02-2015,3.778
26-02-2015,3.779
25-02-2015,3.787
24-02-2015,3.769
21-02-2015,3.764
20-02-2015,3.754
19-02-2015,3.776
18-02-2015,3.785
17-02-2015,3.775
14-02-2015,3.733
13-02-2015,3.706
12-02-2015,3.705
11-02-2015,3.701
10-02-2015,3.682
07-02-2015,3.646
06-02-2015,3.639
05-02-2015,3.612
04-02-2015,3.534
03-02-2015,3.503
31-01-2015,3.481
30-01-2015,3.478
29-01-2015,3.488
28-01-2015,3.487
27-01-2015,3.488
24-01-2015,3.486
23-01-2015,3.471
22-01-2015,3.480
21-01-2015,3.469
20-01-2015,3.452
17-01-2015,3.444
16-01-2015,3.429
15-01-2015,3.422
14-01-2015,3.436
13-01-2015,3.466
10-01-2015,3.479
09-01-2015,3.496
08-01-2015,3.510
06-01-2015,3.553
03-01-2015,3.539
01-01-2015,3.556
31-12-2014,3.575
30-12-2014,3.592
24-12-2014,3.597
23-12-2014,3.585
20-12-2014,3.573
19-12-2014,3.562
18-12-2014,3.553
17-12-2014,3.548
16-12-2014,3.559
13-12-2014,3.604
12-12-2014,3.642
11-12-2014,3.632
10-12-2014,3.691
09-12-2014,3.714
06-12-2014,3.739
05-12-2014,3.760
04-12-2014,3.780
03-12-2014,3.799
02-12-2014,3.801
29-11-2014,3.805
28-11-2014,3.857
27-11-2014,3.937
26-11-2014,3.960
25-11-2014,3.972
22-11-2014,3.953
21-11-2014,3.946
20-11-2014,3.954
19-11-2014,4.031
18-11-2014,4.041
15-11-2014,4.046
14-11-2014,4.083
13-11-2014,4.160
08-11-2014,4.152
07-11-2014,4.134
06-11-2014,4.133
05-11-2014,4.126
04-11-2014,4.162
01-11-2014,4.147
31-10-2014,4.141
30-10-2014,4.132
29-10-2014,4.119
28-10-2014,4.116
25-10-2014,4.119
24-10-2014,4.117
23-10-2014,4.103
22-10-2014,4.095
21-10-2014,4.090
18-10-2014,4.082
17-10-2014,4.068
16-10-2014,4.104
15-10-2014,4.148
14-10-2014,4.162
11-10-2014,4.174
10-10-2014,4.191
09-10-2014,4.211
08-10-2014,4.219
07-10-2014,4.225
04-10-2014,4.243
03-10-2014,4.265
02-10-2014,4.286
01-10-2014,4.271
30-09-2014,4.263
27-09-2014,4.254
26-09-2014,4.247
25-09-2014,4.231
24-09-2014,4.234
23-09-2014,4.254
20-09-2014,4.271
19-09-2014,4.274
18-09-2014,4.293
17-09-2014,4.297
16-09-2014,4.296
13-09-2014,4.295
12-09-2014,4.297
11-09-2014,4.302
10-09-2014,4.339
09-09-2014,4.330
06-09-2014,4.335
05-09-2014,4.333
04-09-2014,4.327
03-09-2014,4.321
02-09-2014,4.336
30-08-2014,4.328
29-08-2014,4.313
28-08-2014,4.304
27-08-2014,4.292
25-08-2014,4.280
24-08-2014,4.261
23-08-2014,4.287
22-08-2014,4.284
21-08-2014,4.279
20-08-2014,4.283
19-08-2014,4.287
15-08-2014,4.313
14-08-2014,4.332
13-08-2014,4.341
12-08-2014,4.348
09-08-2014,4.342
08-08-2014,4.321
07-08-2014,4.309
06-08-2014,4.310
05-08-2014,4.324
02-08-2014,4.332
01-08-2014,4.327
31-07-2014,4.320
30-07-2014,4.313
29-07-2014,4.302
26-07-2014,4.297
25-07-2014,4.287
24-07-2014,4.285
23-07-2014,4.279
22-07-2014,4.273
19-07-2014,4.269
18-07-2014,4.259
17-07-2014,4.257
16-07-2014,4.255
15-07-2014,4.261
12-07-2014,4.263
11-07-2014,4.269
10-07-2014,4.285
09-07-2014,4.302
08-07-2014,4.310
05-07-2014,4.315
04-07-2014,4.325
03-07-2014,4.340
02-07-2014,4.352
01-07-2014,4.377
28-06-2014,4.386
27-06-2014,4.393
26-06-2014,4.401
25-06-2014,4.402
24-06-2014,4.396
21-06-2014,4.392
19-06-2014,4.364
18-06-2014,4.341
17-06-2014,4.316
14-06-2014,4.291
13-06-2014,4.269
12-06-2014,4.253
11-06-2014,4.246
10-06-2014,4.244
07-06-2014,4.237
06-06-2014,4.242
04-06-2014,4.248
03-06-2014,4.258
31-05-2014,4.267
30-05-2014,4.299
29-05-2014,4.311
28-05-2014,4.322
24-05-2014,4.325
23-05-2014,4.333
22-05-2014,4.335
21-05-2014,4.334
20-05-2014,4.335
17-05-2014,4.333
16-05-2014,4.323
15-05-2014,4.309
14-05-2014,4.298
13-05-2014,4.290
10-05-2014,4.286
09-05-2014,4.278
08-05-2014,4.285
07-05-2014,4.282
01-05-2014,4.319
30-04-2014,4.346
29-04-2014,4.342
26-04-2014,4.356
25-04-2014,4.359
24-04-2014,4.349
23-04-2014,4.372
18-04-2014,4.373
17-04-2014,4.366
16-04-2014,4.345
15-04-2014,4.327
12-04-2014,4.321
11-04-2014,4.312
10-04-2014,4.306
09-04-2014,4.304
08-04-2014,4.302
04-04-2014,4.292
03-04-2014,4.305
02-04-2014,4.333
01-04-2014,4.341
29-03-2014,4.336
28-03-2014,4.328
27-03-2014,4.322
26-03-2014,4.327
25-03-2014,4.319
22-03-2014,4.306
21-03-2014,4.295
20-03-2014,4.289
19-03-2014,4.303
18-03-2014,4.298
15-03-2014,4.303
14-03-2014,4.306
13-03-2014,4.320
11-03-2014,4.329
08-03-2014,4.340
07-03-2014,4.350
06-03-2014,4.378
05-03-2014,4.376
04-03-2014,4.380
01-03-2014,4.361
28-02-2014,4.367
27-02-2014,4.371
26-02-2014,4.380
25-02-2014,4.398
22-02-2014,4.401
21-02-2014,4.404
20-02-2014,4.385
19-02-2014,4.369
18-02-2014,4.362
15-02-2014,4.366
14-02-2014,4.373
13-02-2014,4.376
12-02-2014,4.378
11-02-2014,4.380
08-02-2014,4.374
07-02-2014,4.376
06-02-2014,4.384
05-02-2014,4.392
04-02-2014,4.397
01-02-2014,4.407
31-01-2014,4.410
30-01-2014,4.381
29-01-2014,4.362
28-01-2014,4.367
25-01-2014,4.362
24-01-2014,4.354
23-01-2014,4.349
22-01-2014,4.340
18-01-2014,4.321
17-01-2014,4.304
16-01-2014,4.302
15-01-2014,4.281
14-01-2014,4.292
11-01-2014,4.297
10-01-2014,4.316
09-01-2014,4.329
08-01-2014,4.327
04-01-2014,4.321
03-01-2014,4.339
01-01-2014,4.375
31-12-2013,4.382
28-12-2013,4.407
25-12-2013,4.406
24-12-2013,4.400
21-12-2013,4.392
20-12-2013,4.375
19-12-2013,4.366
18-12-2013,4.354
17-12-2013,4.364
14-12-2013,4.349
13-12-2013,4.362
12-12-2013,4.383
11-12-2013,4.401
10-12-2013,4.428
07-12-2013,4.451
06-12-2013,4.462
05-12-2013,4.460
04-12-2013,4.451
30-11-2013,4.444
29-11-2013,4.451
28-11-2013,4.450
27-11-2013,4.453
26-11-2013,4.444
23-11-2013,4.423
22-11-2013,4.394
21-11-2013,4.372
20-11-2013,4.376
19-11-2013,4.378
16-11-2013,4.383
14-11-2013,4.377
13-11-2013,4.359
09-11-2013,4.323
08-11-2013,4.325
07-11-2013,4.342
06-11-2013,4.357
05-11-2013,4.371
01-11-2013,4.391
31-10-2013,4.389
30-10-2013,4.378
29-10-2013,4.351
26-10-2013,4.365
25-10-2013,4.386
24-10-2013,4.404
23-10-2013,4.427
22-10-2013,4.420
19-10-2013,4.429
18-10-2013,4.441
17-10-2013,4.449
16-10-2013,4.438
15-10-2013,4.448
12-10-2013,4.453
11-10-2013,4.463
10-10-2013,4.449
09-10-2013,4.444
08-10-2013,4.442
05-10-2013,4.450
04-10-2013,4.447
03-10-2013,4.444
02-10-2013,4.450
01-10-2013,4.463
28-09-2013,4.465
27-09-2013,4.444
26-09-2013,4.434
25-09-2013,4.435
24-09-2013,4.445
21-09-2013,4.466
20-09-2013,4.479
19-09-2013,4.539
18-09-2013,4.559
17-09-2013,4.581
14-09-2013,4.609
13-09-2013,4.638
12-09-2013,4.623
11-09-2013,4.668
10-09-2013,4.697
07-09-2013,4.695
06-09-2013,4.676
05-09-2013,4.659
04-09-2013,4.673
03-09-2013,4.664
31-08-2013,4.680
30-08-2013,4.695
29-08-2013,4.638
28-08-2013,4.567
23-08-2013,4.542
20-08-2013,4.547
17-08-2013,4.525
15-08-2013,4.488
14-08-2013,4.464
13-08-2013,4.439
10-08-2013,4.438
09-08-2013,4.453
08-08-2013,4.478
07-08-2013,4.503
06-08-2013,4.520
03-08-2013,4.513
02-08-2013,4.483
01-08-2013,4.463
31-07-2013,4.456
30-07-2013,4.471
27-07-2013,4.473
26-07-2013,4.488
25-07-2013,4.494
24-07-2013,4.520
23-07-2013,4.541
20-07-2013,4.556
19-07-2013,4.565
18-07-2013,4.569
17-07-2013,4.582
16-07-2013,4.585
13-07-2013,4.603
12-07-2013,4.610
11-07-2013,4.619
10-07-2013,4.601
09-07-2013,4.583
06-07-2013,4.575
05-07-2013,4.549
04-07-2013,4.529
03-07-2013,4.501
02-07-2013,4.506
29-06-2013,4.493
28-06-2013,4.479
27-06-2013,4.458
26-06-2013,4.450
25-06-2013,4.456
22-06-2013,4.459
21-06-2013,4.460
20-06-2013,4.448
19-06-2013,4.440
18-06-2013,4.435
15-06-2013,4.421
14-06-2013,4.400
13-06-2013,4.396
12-06-2013,4.412
11-06-2013,4.430
08-06-2013,4.438
07-06-2013,4.419
06-06-2013,4.412
05-06-2013,4.396
04-06-2013,4.409
01-06-2013,4.422
30-05-2013,4.429
29-05-2013,4.408
25-05-2013,4.391
24-05-2013,4.407
23-05-2013,4.427
22-05-2013,4.444
21-05-2013,4.449
18-05-2013,4.418
17-05-2013,4.403
16-05-2013,4.373
15-05-2013,4.374
14-05-2013,4.372
11-05-2013,4.375
10-05-2013,4.381
09-05-2013,4.385
08-05-2013,4.384
07-05-2013,4.309
03-05-2013,4.280
01-05-2013,4.348
30-04-2013,4.362
27-04-2013,4.354
26-04-2013,4.325
25-04-2013,4.294
24-04-2013,4.273
23-04-2013,4.263
20-04-2013,4.239
19-04-2013,4.234
18-04-2013,4.239
17-04-2013,4.269
16-04-2013,4.303
13-04-2013,4.339
12-04-2013,4.371
11-04-2013,4.389
10-04-2013,4.410
09-04-2013,4.444
06-04-2013,4.499
05-04-2013,4.553
04-04-2013,4.580
03-04-2013,4.578
29-03-2013,4.550
28-03-2013,4.519
27-03-2013,4.502
26-03-2013,4.499
23-03-2013,4.503
22-03-2013,4.494
21-03-2013,4.492
20-03-2013,4.499
19-03-2013,4.509
16-03-2013,4.508
15-03-2013,4.517
14-03-2013,4.529
13-03-2013,4.536
12-03-2013,4.539
09-03-2013,4.517
08-03-2013,4.521
05-03-2013,4.530
02-03-2013,4.529
01-03-2013,4.558
28-02-2013,4.584
27-02-2013,4.600
26-02-2013,4.622
23-02-2013,4.621
22-02-2013,4.633
21-02-2013,4.620
20-02-2013,4.660
19-02-2013,4.663
16-02-2013,4.659
15-02-2013,4.656
14-02-2013,4.646
13-02-2013,4.648
12-02-2013,4.640
09-02-2013,4.624
08-02-2013,4.609
07-02-2013,4.601
06-02-2013,4.593
05-02-2013,4.579
02-02-2013,4.581
01-02-2013,4.552
31-01-2013,4.548
30-01-2013,4.542
29-01-2013,4.516
26-01-2013,4.545
25-01-2013,4.552
24-01-2013,4.536
23-01-2013,4.521
22-01-2013,4.497
19-01-2013,4.479
17-01-2013,4.474
16-01-2013,4.466
15-01-2013,4.459
12-01-2013,4.444
11-01-2013,4.518
10-01-2013,4.503
09-01-2013,4.501
08-01-2013,4.483
05-01-2013,4.467
04-01-2013,4.457
03-01-2013,4.450
01-01-2013,4.445
29-12-2012,4.409
28-12-2012,4.406
25-12-2012,4.394
22-12-2012,4.403
21-12-2012,4.416
20-12-2012,4.412
19-12-2012,4.413
18-12-2012,4.406
15-12-2012,4.427
14-12-2012,4.429
13-12-2012,4.432
12-12-2012,4.416
11-12-2012,4.447
08-12-2012,4.444
07-12-2012,4.436
06-12-2012,4.470
05-12-2012,4.493
04-12-2012,4.533
01-12-2012,4.539
30-11-2012,4.551
29-11-2012,4.542
28-11-2012,4.581
27-11-2012,4.598
24-11-2012,4.614
23-11-2012,4.620
22-11-2012,4.629
21-11-2012,4.624
20-11-2012,4.628
17-11-2012,4.606
15-11-2012,4.614
14-11-2012,4.617
13-11-2012,4.621
10-11-2012,4.610
09-11-2012,4.601
08-11-2012,4.605
07-11-2012,4.617
06-11-2012,4.580
03-11-2012,4.598
01-11-2012,4.632
31-10-2012,4.648
30-10-2012,4.661
27-10-2012,4.662
26-10-2012,4.632
25-10-2012,4.638
24-10-2012,4.640
23-10-2012,4.656
20-10-2012,4.675
19-10-2012,4.667
18-10-2012,4.692
17-10-2012,4.717
16-10-2012,4.715
13-10-2012,4.729
12-10-2012,4.726
11-10-2012,4.697
10-10-2012,4.672
09-10-2012,4.661
06-10-2012,4.656
05-10-2012,4.655
04-10-2012,4.667
03-10-2012,4.683
02-10-2012,4.684
29-09-2012,4.681
28-09-2012,4.682
27-09-2012,4.654
26-09-2012,4.655
25-09-2012,4.642
22-09-2012,4.634
21-09-2012,4.633
20-09-2012,4.632
19-09-2012,4.667
18-09-2012,4.698
15-09-2012,4.712
14-09-2012,4.732
13-09-2012,4.734
12-09-2012,4.740
11-09-2012,4.733
08-09-2012,4.759
07-09-2012,4.808
06-09-2012,4.842
05-09-2012,4.825
04-09-2012,4.804
01-09-2012,4.782
31-08-2012,4.766
30-08-2012,4.749
29-08-2012,4.762
23-08-2012,4.768
22-08-2012,4.772
21-08-2012,4.764
18-08-2012,4.765
17-08-2012,4.763
15-08-2012,4.725
14-08-2012,4.723
11-08-2012,4.710
10-08-2012,4.681
09-08-2012,4.646
08-08-2012,4.620
07-08-2012,4.607
04-08-2012,4.611
03-08-2012,4.591
02-08-2012,4.590
01-08-2012,4.587
31-07-2012,4.631
28-07-2012,4.634
27-07-2012,4.644
26-07-2012,4.628
25-07-2012,4.634
24-07-2012,4.648
21-07-2012,4.672
20-07-2012,4.661
19-07-2012,4.634
18-07-2012,4.614
17-07-2012,4.600
14-07-2012,4.585
13-07-2012,4.569
12-07-2012,4.565
11-07-2012,4.554
10-07-2012,4.540
07-07-2012,4.504
06-07-2012,4.489
05-07-2012,4.460
04-07-2012,4.443
03-07-2012,4.418
30-06-2012,4.404
29-06-2012,4.381
28-06-2012,4.368
27-06-2012,4.358
26-06-2012,4.347
23-06-2012,4.343
22-06-2012,4.350
21-06-2012,4.391
20-06-2012,4.425
19-06-2012,4.412
16-06-2012,4.456
14-06-2012,4.475
12-06-2012,4.467
09-06-2012,4.504
07-06-2012,4.569
02-06-2012,4.600
01-06-2012,4.639
31-05-2012,4.641
30-05-2012,4.654
29-05-2012,4.646
26-05-2012,4.641
25-05-2012,4.628
24-05-2012,4.611
23-05-2012,4.608
22-05-2012,4.620
19-05-2012,4.648
18-05-2012,4.654
17-05-2012,4.658
16-05-2012,4.629
15-05-2012,4.601
12-05-2012,4.598
11-05-2012,4.591
10-05-2012,4.578
09-05-2012,4.562
05-05-2012,4.564
03-05-2012,4.661
